Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
398,"As per the Notaries (Amendment) Rules, 2025, what is the new maximum number of Notaries allowed to be appointed in Gujarat?","2,900","4,000","5,000","6,000","7,000","6,000"
399,"According to RBI data, by how much did India’s outward remittances for education fall in August 2025 (year-on-year)?",12%,19%,23.8%,28%,17.7%,23.8%
400,What proposal has the SEBI working group headed by R.S. Gandhi recently made regarding clearing corporations?,Decrease transaction charges,Merge clearing corporations,Abolish transaction charges,Keep broker charges higher,Increase transaction charges,Increase transaction charges
401,"What recent change has the Reserve Bank of India (RBI) made regarding the ₹10,000 crore ceiling on bank loans to a single corporate entity?","Ceiling reduced to ₹5,000 crore",Ceiling removed entirely,"Ceiling increased to ₹15,000 crore",No change to existing ceiling,Ceiling replaced by exposure ratio,Ceiling removed entirely
402,How many bird species were recorded in the latest survey at Kaziranga National Park and Tiger Reserve?,128,146,172,155,139,146
403,What is ‘Ola Shakti’ recently launched by Ola Electric?,A new electric scooter,A residential Battery Energy Storage System (BESS),A solar-powered charging station,A lithium mining project,An EV software platform,A residential Battery Energy Storage System (BESS)
404,Who has been appointed to the Supreme Court panel tasked with formulating an equal opportunity policy for the protection of transgender rights?,Grace Banu,Laxmi Narayan Tripathi,Vyjayanthi Vasanta Mogli,Nithya Rajshekhar,Akkai Padmashali,Akkai Padmashali
405,"As per the IUCN’s latest Red List update 2025, how many Indian bird species were assessed?",4,8,12,20,15,12
406,Which major labour reform did Saudi Arabia announce in June 2025?,Introduction of a minimum wage for all workers,End of the Kafala sponsorship system,Mandatory work permits for domestic workers,Reduction in working hours for migrant workers,Implementation of social security for foreign workers,End of the Kafala sponsorship system
407,When was the Pradhan Mantri Schools for Rising India (PM-SHRI) scheme launched?,"August 15, 2022","September 7, 2022","January 26, 2023","October 2, 2022","November 14, 2022","September 7, 2022"
408,What initiative has NHAI announced to improve road maintenance and asset management on National Highways?,Deployment of Automated Toll Booths,Installation of Smart Traffic Lights,Deployment of Network Survey Vehicles (NSVs),Launch of Highway Patrol Drones,Construction of Additional Service Lanes,Deployment of Network Survey Vehicles (NSVs)
409,Which city in India became the first to fully operationalize a Real Time Flood Forecasting and Spatial Decision Support System?,Mumbai,Chennai,Kolkata,Delhi,Bengaluru,Chennai
410,Who has been appointed as the new President of the Indian Cricketers’ Association (ICA)?,Mithali Raj,Jhulan Goswami,Anjum Chopra,Diana Edulji,Shantha Rangaswamy,Shantha Rangaswamy
411,Which institution is developing India’s first indigenously-designed 7- nanometer computer processor ‘Shakti’?,IIT Bombay,IISc Bengaluru,IIT Madras,DRDO,ISRO,IIT Madras
412,Which event did the Indian Army host in 2025 to deliberate on the future of UN peacekeeping operations?,International Defence Expo 2025,United Nations Troop Contributing Countries (UNTCC) Chiefs Conclave 2025,Global Military Leadership Summit 2025,Atmanirbhar Defence Technology Summit 2025,Strategic Peacekeeping Dialogue 2025,United Nations Troop Contributing Countries (UNTCC) Chiefs Conclave 2025
413,Under which Schedule will oral formulations containing more than 12% ethyl alcohol now be classified?,Schedule G,Schedule H,Schedule H1,Schedule H2,Schedule X,Schedule H1
414,When was ASEAN established?,15 August 1965,8 August 1967,12 March 1971,1 January 1975,5 June 1969,8 August 1967
415,What initiative did the Ministry of Health and Family Welfare launch to strengthen public health management of chemical emergencies?,Launch of AI-based Health Surveillance System,Training modules on Public Health Management of Chemical Emergencies,National Chemical Safety Policy,Mobile Emergency Response Units,Chemical Waste Management Program,Training modules on Public Health Management of Chemical Emergencies
416,"What is the theme of HaRBInger 2025, the innovation challenge organised by RBI?",Digital Payments and Fintech,"Secure Banking: Powered by Identity, Integrity and Inclusivity",Blockchain and Cryptocurrency,Financial Literacy for All,AI in Banking,"Secure Banking: Powered by Identity, Integrity and Inclusivity"
417,What was the average daily transaction value of UPI in October 2025 according to NPCI data?,"₹75,000 crore","₹84,000 crore","₹94,000 crore",₹1 lakh crore,"₹64,000 crore","₹94,000 crore"
418,"Which major chess event’s official logo and anthem were recently unveiled in Goa, India?",Candidates Tournament 2025,FIDE World Cup 2025,Grand Chess Tour 2025,Chess Olympiad 2025,Asian Chess Championship 2025,FIDE World Cup 2025
419,Which ministry launched the ‘Skilling for AI Readiness (SOAR)’ programme in July 2025?,Ministry of Education,Ministry of Skill Development and Entrepreneurship,Ministry of Electronics and IT,NITI Aayog,Ministry of Science and Technology,Ministry of Skill Development and Entrepreneurship
420,Which Indian state will become the first to be officially declared ‘Free of Extreme Poverty’ in 2025?,Tamil Nadu,Kerala,Sikkim,Himachal Pradesh,Goa,Kerala
421,What was the achievement of the Indian Junior Men’s Hockey Team in the 13th Sultan of Johor Cup?,Won Gold Medal,Won Silver Medal,Won Bronze Medal,Did not win any medal,Tournament was cancelled,Won Silver Medal
422,Which Indian Naval Ship participated in the Japan-India Maritime Exercise (JAIMEX-25)?,INS Kolkata,INS Sahyadri,INS Vikrant,INS Chennai,INS Tarkash,INS Sahyadri
423,Which recent defence contracts were signed by India for enhancing night vision and portable air defence capabilities?,Contract with MKU Ltd and Medbit for Advanced Night Sight,Contract with Thales UK for Light Weight Modular Missile System,Both A and B,Contract for fighter jets only,Contract for naval ships only,Both A and B
424,What is the name of the AI-powered web browser launched by OpenAI to challenge Google Chrome?,Orion,Gemini,Atlas,Nova,EdgeAI,Atlas
425,India secured which global rank in total forest area as per the Global Forest Resources Assessment (GFRA) 2025?,10th,8th,9th,7th,11th,9th
426,What major small-arms procurement did the Indian Army recently finalise?,Induction of Close Quarter Battle (CQB) carbines from 2026,Purchase of 7.62×51mm battle rifles only,Procurement of main battle tanks,Contract for advanced naval guns,Purchase cancelled due to budget constraints,Induction of Close Quarter Battle (CQB) carbines from 2026
427,The Trade and Economic Partnership Agreement (TEPA) between India and EFTA nations came into force on which date?,"April 1, 2024","June 15, 2024","September 1, 2025","October 1, 2025","December 31, 2025","October 1, 2025"
428,Which Indian athlete was recently appointed as an Honorary Lieutenant Colonel in the Territorial Army?,P.V. Sindhu,Mary Kom,Neeraj Chopra,Bajrang Punia,Saina Nehwal,Neeraj Chopra
429,India was re-elected as the Vice-Chairperson of which group at the UNESCO COP10 on Anti-Doping in Sport?,Group I – Europe,Group II – Africa,Group III – Latin America,Group IV – Asia-Pacific,Group V – Middle East,Group IV – Asia-Pacific
430,Which Indian Olympic Gold medalist has been appointed as a torchbearer for the Milano Cortina 2026 Winter Olympics?,Neeraj Chopra,P.V. Sindhu,Sushil Kumar,Abhinav Bindra,Mary Kom,Abhinav Bindra
431,Which country has recently become the 90th State Member of the International Union for Conservation of Nature (IUCN)?,Fiji,Samoa,Tonga,Vanuatu,Tuvalu,Tuvalu
432,Which journalists won the European Union’s 2025 Sakharov Prize for Freedom of Thought?,Anna Politkovskaya and Maria Ressa,Andrzej Poczobut and Mzia Amaghloebli,Dmitry Muratov and Julian Assange,Mzia Amaghloebli and Svetlana Alexievich,Andrzej Poczobut and Jamal Khashoggi,Andrzej Poczobut and Mzia Amaghloebli
433,Which organization has signed an MoU with Primus Partners Pvt. Ltd. to strengthen India’s startup ecosystem?,NITI Aayog,DPIIT,SIDBI,Invest India,None of the above,DPIIT
434,Which recent achievement did India’s U-17 women’s football team accomplish?,Qualified for the FIFA U-17 Women’s World Cup,Won the AFC U-17 Women’s Championship,Qualified for the AFC U-17 Women’s Asian Cup 2026,Reached finals of the 2005 Championship,Hosted the AFC U-17 Women’s Asian Cup 2026,Qualified for the AFC U-17 Women’s Asian Cup 2026
435,Which former Union Minister and senior Congress leader recently passed away?,Dr. Yogendra Makwana,P. Chidambaram,Manmohan Singh,Pranab Mukherjee,Ahmed Patel,Dr. Yogendra Makwana
436,"Which veteran actor, famous for his role in ""Sholay,"" recently passed away?",Amrish Puri,Govardhan Asrani,Om Puri,Kader Khan,Anupam Kher,Govardhan Asrani
437,Which bank has signed an MoU with DPIIT to provide enhanced support for startups in India?,HDFC Bank,ICICI Bank,Kotak Mahindra Bank,Axis Bank,State Bank of India,Kotak Mahindra Bank
438,Which bank received the titles of ‘World’s Best Consumer Bank 2025’ and ‘Best Bank in India 2025’?,HDFC Bank,ICICI Bank,Axis Bank,State Bank of India (SBI),Bank of Baroda,State Bank of India (SBI)
439,What is the total value of Phase-I of the Amaravati Capital City Development Project in Andhra Pradesh?,"₹10,000 crore","₹12,500 crore","₹15,000 crore","₹16,500 crore","₹18,000 crore","₹15,000 crore"
440,Which new feature has the Reserve Bank of India (RBI) launched to enable digital rupee payments without Internet or telecom connectivity?, e ₹ Connect,e ₹ Smart Pay,Offline Digital Rupee,UPI Lite+,BharatPay e ₹,Offline Digital Rupee
441,"As of September 2025, what was the total value of RBI’s gold reserves?",$85 billion,$90 billion,$95 billion,$100 billion,$105 billion,$95 billion
442,"According to the Reserve Bank of India (RBI), what percentage of total payment transaction volume in India was conducted through digital modes in the first half of 2025?",96.7%,97.7%,99.8%,95.5%,98.6%,99.8%
443,Which investment options have been extended to Central Government employees under NPS and UPS?,"LC25, LC50, LC75","Default option, Scheme G",BLC (Balanced Life Cycle),All of the above,None of the above,All of the above
444,"According to the RBI’s Payment Systems Report, how did credit and debit card transactions in India change between 2019 and 2024?",Both credit and debit card transactions increased,"Credit card transactions increased, debit card transactions decreased","Credit card transactions decreased, debit card transactions increased",Both credit and debit card transactions decreased,No significant change in either,"Credit card transactions increased, debit card transactions decreased"
445,"As per the Union Ministry of Cooperation, which cooperative societies will now serve as Bank Mitras of District Central and State Cooperative Banks?",Agricultural and Credit Cooperative Societies,Dairy and Fisheries Cooperative Societies,Women Self-Help Groups,Rural Development Cooperatives,Housing Cooperative Societies,Dairy and Fisheries Cooperative Societies
446,"From which date will the key provisions relating to nomination under the Banking Laws (Amendment) Act, 2025 come into effect?",15th April 2025,1st October 2025,1st November 2025,1st December 2025,15th November 2025,1st November 2025
447,"The World Economic Forum (WEF), in collaboration with which country, launched AI Playbooks for SMEs and agriculture?",Japan,United States,India,Germany,France,India
448,When will the Winter Schedule 2025 (WS25) for domestic airlines in India be effective?,1st October 2025,15th October 2025,26th October 2025,1st November 2025,15th November 2025,26th October 2025
449,"What is the name of India’s first cable suspension glass bridge being constructed in Rishikesh, Uttarakhand?",Bharat Setu,Bajrang Setu,Ganga Skywalk,Kedarnath Dham Bridge,Himalaya Glass Bridge,Bajrang Setu
450,India and the UK recently launched a new research fellowship named after which famous Indian mathematician?,C.V. Raman,S. Ramanujan,Homi J. Bhabha,Aryabhata,S. Chandrasekhar,S. Ramanujan
451,"Which Indian scientist from Nilgiris, Tamil Nadu, was included in the World’s Top Scientists List (2025 edition) compiled by Stanford University and Elsevier BV?",Dr Raghunath Mashelkar,Dr Ashokkumar Veeramuthu,Dr Gagandeep Kang,Dr Tessy Thomas,Dr Mylswamy Annadurai,Dr Ashokkumar Veeramuthu
452,"Project Arunank, which recently celebrated its 18th Raising Day, is associated with which organization?",Indian Army,Border Roads Organisation (BRO),National Highways Authority of India (NHAI),Ministry of Defence (Engineering Division),Central Public Works Department (CPWD),Border Roads Organisation (BRO)
453,Which pioneering Indian space scientist and key architect of India’s early space programme recently passed away?,Dr. Vikram Sarabhai,Dr. A.P.J. Abdul Kalam,Dr. Eknath Vasant Chitnis,Dr. Satish Dhawan,Dr. U.R. Rao,Dr. Eknath Vasant Chitnis
454,"Which advertising professional, known as the “Voice of Indian advertising,” recently passed away?",Prasoon Joshi,Piyush Pandey,R. Balki,Harish Bijoor,Alyque Padamsee,Piyush Pandey
455,When is World Snow Leopard Day observed and what is the theme for 2025?,23rd October,1st November,15th December,10th January,5th February,23rd October
456,Which new entity is being established to strengthen real-time fraud detection and risk management in India’s banking system?,Indian Banking Fraud Authority,Indian Digital Payment Intelligence Corporation,National Financial Risk Bureau,Fraud Monitoring & Analytics Centre,Digital Banking Security Agency,Indian Digital Payment Intelligence Corporation
457,Which organization launched the AI-powered digital assistant ‘UPI Help’ to simplify grievance redressal and transaction tracking?,Reserve Bank of India (RBI),Paytm,State Bank of India (SBI),ICICI Bank,National Payments Corporation of India (NPCI),National Payments Corporation of India (NPCI)
458,Which global investment firm announced plans to acquire a 9.99% stake in Federal Bank Limited?,KKR,TPG Capital,Carlyle Group,Bain Capital,Blackstone Inc.,Blackstone Inc.
459,"As per SEBI’s new proposal, after how many years from maturity will unclaimed amounts from non-convertible securities be transferred to the IEPF?",3 years,5 years,7 years,10 years,None of the above,7 years
460,The Reserve Bank of India (RBI) has released a draft circular proposing limits on banks’ exposure to which sectors?,Infrastructure and Real Estate,Renewable Energy Projects,MSMEs and Startups,Agriculture and Rural Credit,Capital Markets and Acquisition Finance,Capital Markets and Acquisition Finance
461,Which bank recently joined other lenders in labeling Reliance Communications’ ₹488 crore loan as fraudulent?,State Bank of India,Bank of Baroda,Bank of Maharashtra,Bank of India,ICICI Bank,Bank of Maharashtra
462,When was the SWAMIH Fund announced by the Government of India?,6 November 2019,10 March 2020,1 January 2021,5 May 2018,None of the above,6 November 2019
463,"Which shipyard delivered the Indian Navy Ship (INS) Mahe, the first of eight Anti-Submarine Warfare Shallow Water Crafts (ASW SWCs)?",Mazagon Dock Shipbuilders Limited (MDL),Garden Reach Shipbuilders and Engineers (GRSE),Goa Shipyard Limited (GSL),Cochin Shipyard Limited (CSL),Hindustan Shipyard Limited (HSL),Cochin Shipyard Limited (CSL)
464,"Which ministry launched the public awareness film on the People’s Plan Campaign – Sabki Yojana, Sabka Vikas?",Ministry of Rural Development,Ministry of Panchayati Raj,Ministry of Information & Broadcasting,NITI Aayog,None of the Above,Ministry of Panchayati Raj
465,Who has been appointed as the 53rd Chief Justice of India (CJI) in 2025?,Justice D.Y. Chandrachud,Justice Surya Kant,Justice N.V. Ramana,Justice U.U. Lalit,Justice Bhushan R. Gavai,Justice Surya Kant
466,Who has been appointed as the next Ambassador of India to Ireland?,Sanjay Verma,Manish Gupta,Renu Yadav,Pankaj Saran,None of the above,Manish Gupta
467,What is the purpose of the newly launched Online National Drug Licensing System (ONDLS) in India?,To promote online sales of medicines,To monitor high-risk pharmaceutical solvents in real time,To regulate import of foreign drugs,To ensure pricing control of essential medicines,To promote domestic drug exports,To monitor high-risk pharmaceutical solvents in real time
468,What is the purpose of the newly launched ‘Pratibha Setu Portal’?,To assist startups in hiring employees,To connect UPSC aspirants who narrowly missed selection with job opportunities,To provide coaching for UPSC aspirants,To track employment data in India,To promote government schemes,To connect UPSC aspirants who narrowly missed selection with job opportunities
469,INS Sutlej recently completed a joint hydrographic survey with which country?,Seychelles,Mauritius,Sri Lanka,Maldives,Bangladesh,Mauritius
470,What is the designation of India’s beyond-visual-range air-to-air missile (BVRAAM) developed with a Solid-Fuel Ducted Ramjet?,Akash-NG,Astra Mk3 (“Gandiva”),Nirbhay,BrahMos-A,Shaurya,Astra Mk3 (“Gandiva”)
471,China issued a yellow alert for which typhoon in October 2025?,Typhoon Doksuri,Typhoon Hinnamnor,Typhoon Fengshen,Typhoon Khanun,None of the above,Typhoon Fengshen
472,Which country won the FIFA U-20 World Cup 2025 by defeating Argentina in the final?,Argentina,Brazil,Ghana,Morocco,Spain,Morocco
473,Who won the 2025 British Academy Book Prize for The Burning Earth: An Environmental History of the Last 500 Years?,Amitav Ghosh,Sunil Amrith,Salman Rushdie,Arundhati Roy,Jhumpa Lahiri,Sunil Amrith
474,Who flagged off the ‘Walk for Dyslexia’ initiative to promote awareness and inclusivity for children with learning disabilities?,Sanjay Kumar,Dharmendra Pradhan,Ramesh Pokhriyal,Anita Karwal,Amit Khare,Sanjay Kumar
475,What is the theme of United Nations Day 2025?,Global Peace and Security,Education Shapes the Future,Climate Action for All,Sustainable Development Goals,Innovation and Technology,Education Shapes the Future
476,What is the theme for Vigilance Awareness Week 2025 observed in India?,Vigilance: Our Shared Responsibility,Ethics and Integrity,Transparency in Governance,Combating Corruption,Accountability Matters,Vigilance: Our Shared Responsibility
