Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
408,"IIM Udaipur has signed strategic collaborations with MoSPI, NITI Aayog, and Bhashini to strengthen India’s capabilities in which areas?",Finance and Banking,"Data, Monitoring & AI Ecosystem",Rural Development,Health and Nutrition,Infrastructure Development,"Data, Monitoring & AI Ecosystem"
409,Where was the Indian Coast Guard ship Adamya commissioned?,Goa,Mumbai,"Paradip, Odisha","Visakhapatnam, Andhra Pradesh","Chennai, Tamil Nadu","Paradip, Odisha"
410,Which Hindi-language film has been selected as India’s official entry for the Best International Feature category at the 98th Oscars?,Ghoomer,Raksha Bandhan,Jawan,Brahmastra,Homebound,Homebound
411,"Which treaty, aimed at protecting marine biodiversity in the high seas, will come into force on 17 January 2026 after ratification by 60 countries?",United Nations Convention on the Law of the Sea (UNCLOS),Convention on Biological Diversity (CBD),Biodiversity beyond National Jurisdiction (BBNJ) Agreement,Marine Protected Areas Treaty (MPAT),High Seas Environmental Protocol,Biodiversity beyond National Jurisdiction (BBNJ) Agreement
412,Who has been appointed as the Director General (DG) of the Indo-Tibetan Border Police (ITBP) till 30 September 2030?,Rahul Rasgotra,Praveen Kumar,Rajwinder Singh Bhatti,Praveer Ranjan,Sanjay Agarwal,Praveen Kumar
413,"Under the IndiaAI Mission, how many data labs will the government establish across the country?",300,400,500,Over 500,"1,000",Over 500
414,How many Registered Unrecognised Political Parties (RUPPs) were de-listed by the Election Commission (ECI) in the second phase for not contesting elections in the last six years?,334,474,808,"2,046",359,474
415,Who is the author of the book “The Monk Who Became Chief Minister”?,Shashi Tharoor,Shantanu Gupta,Ramachandra Guha,Vikram Sampath,Ashutosh,Shantanu Gupta
416,"Where will the sacred Relics of the Buddha from the National Museum, New Delhi be exhibited for the first time internationally in 2025?","Bangkok, Thailand","Ulaanbaatar, Mongolia","Hanoi, Vietnam","Elista, Kalmykia Republic, Russia","Lhasa, Tibet","Elista, Kalmykia Republic, Russia"
417,"What is observed on 18th September every year, and when was it started?",World Environment Day,World Water Monitoring Day,World Oceans Day,International Youth Day,World Habitat Day,World Water Monitoring Day
418,When is Sign Language Day observed in India?,21 September,22 September,26 September,24 September,23 September,23 September
419,"What is the rate of interest on Government of India Floating Rate Bond 2033 for the period September 22, 2025 to March 21, 2026?",6.25%,6.50%,6.82%,7.10%,7.25%,6.82%
420,Which bank has launched an industry-first eRUPI Person-to-Person (P2P) digital gifting feature on its UPI application?,State Bank of India (SBI),Punjab National Bank (PNB),HDFC Bank,ICICI Bank,Bank of Baroda (BoB),Bank of Baroda (BoB)
421,Which company has partnered with JioBlackRock to launch India’s first Systematic Active Equity fund for retail investors?,Zerodha,Paytm Money,Groww,ICICI Direct,HDFC Securities,Paytm Money
422,Which Indian financial institutions are planning to raise funds through bond issuances this week?,Power Finance Corporation (PFC),National Bank for Agriculture and Rural Development (NABARD),Solar Energy Corporation of India (SECI),State Bank of India (SBI),"Only A, B and C","Only A, B and C"
423,"Who has been appointed as the Chair of the UNEP FI Principles for Sustainable Insurance (PSI) Board, becoming the first woman of Indian origin to lead the Global Sustainable Insurance Board?",Amita Chaudhary,Naina Lal Kidwai,Shikha Sharma,Arundhati Bhattacharya,Chanda Kochhar,Amita Chaudhary
424,Flipkart India is planning to invest $30 million in which of its fintech arms to expand into lending and stock broking?,PhonePe,Super.money,Paytm,BharatPe,MobiKwik,Super.money
425,"Which programme under the Adi Karmayogi Abhiyan aims to empower tribal youth through structured learning, mentorship, and career development?",Adi SewaParv,Adi Yuva Fellowship,Adi Karmayogi Volunteers,Tribal Village Vision 2030,Janjatiya Gaurav Internship,Adi Yuva Fellowship
426,Which Gram Panchayat won the Gold Award at the National Awards for e- Governance 2025?,"West Majlishpur Gram Panchayat, Tripura","Palsana Gram Panchayat, Gujarat","Suakati Gram Panchayat, Odisha","Rohini Gram Panchayat, Maharashtra",None of the above,"Rohini Gram Panchayat, Maharashtra"
427,"Where did the Border Roads Organisation’s Project Vijayak celebrate its 15th Raising Day on September 21, 2025?","Leh, Ladakh",Jammu,"Srinagar, Jammu & Kashmir",Himachal Pradesh,"Kargil, Ladakh","Kargil, Ladakh"
428,"Who has been appointed as the Chairman & Managing Director (CMD) of Coal India Limited (CIL), replacing Polavarapu Mallikharjuna Prasad?",B Sairam,Prashant Kumar,Anil Kumar,R.K. Sharma,S.K. Singh,B Sairam
429,Who released the Guidebook on Mapping of HSN Codes prepared by DPIIT?,Nirmala Sitharaman,Piyush Goyal,Hardeep Singh Puri,Rajnath Singh,Amit Shah,Piyush Goyal
430,Who launched the upgraded Portal Logistics Data Bank (LDB) 2.0 to enhance real-time logistics tracking in India?,Piyush Goyal,Ashwini Vaishnaw,Nirmala Sitharaman,Sarbananda Sonowal,Amit Shah,Piyush Goyal
431,The Cabinet approved which CSIR/DSIR scheme with an outlay of Rs. 2277.39 crore for 2021-22 to 2025-26 to strengthen research capacity and human resource development in India?,Innovation and Startups Promotion Scheme,Capacity Building and Human Resource Development Scheme,National Science and Technology Fellowship Scheme,Research Infrastructure Development Scheme,Technology Commercialization and Incubation Scheme,Capacity Building and Human Resource Development Scheme
432,Which state won the ‘Best State Award’ under the ‘Mera Resham-Mera Abhiman’ programme at the 76th Central Silk Board (CSB) Foundation Day?,Karnataka,Telangana,Tamil Nadu,Assam,Andhra Pradesh,Andhra Pradesh
433,Who recently became India’s second-highest wicket-taker in T20Is?,Yuzvendra Chahal,Arshdeep Singh,Hardik Pandya,Bhuvneshwar Kumar,Jasprit Bumrah,Hardik Pandya
434,Which initiative launched by Prime Minister Narendra Modi is envisaged as the world’s largest Tribal Leadership Movement?,Adi Karmayogi Abhiyan,Van Dhan Yojana,Tribal Health Initiative,Eklavya Leadership Programme,Janjatiya Gaurav Abhiyan,Adi Karmayogi Abhiyan
435,Who launched the Industrial Park Rating System (IPRS) 3.0 to enhance India’s industrial infrastructure and competitiveness?,Nirmala Sitharaman,Rajnath Singh,Piyush Goyal,Amit Shah,Ashwini Vaishnaw,Piyush Goyal
436,The Ministry of Rural Development signed an MoU with NIRD&PR and SRLMs of which states for strengthening interventions under DAY-NRLM?,"Maharashtra, Gujarat, UP, MP","Andhra Pradesh, Bihar, Jharkhand, Telangana","Odisha, Chhattisgarh, Punjab, Haryana","Rajasthan, Kerala, Tamil Nadu, Assam","West Bengal, Himachal Pradesh, Goa, Tripura","Andhra Pradesh, Bihar, Jharkhand, Telangana"
437,"What is celebrated on the 3rd Saturday of September, which falls on 20th September 2025 this year?",International Red Panda Day (IRPD),World Elephant Day,World Tiger Day,International Snow Leopard Day,World Wildlife Day,International Red Panda Day (IRPD)
438,"Hero Future Energies secured ₹1,024 crore funding from SBI for a hybrid project in which state?",Rajasthan,Andhra Pradesh,Gujarat,Tamil Nadu,Karnataka,Andhra Pradesh
439,Who has been appointed as the new CFO of IndusInd Bank?,Viral Damania,Santosh Kumar,Gobind Jain,Sunil Mehta,Rakesh Sharma,Viral Damania
440,What is the objective of the BOI Trade Easy digital platform launched by Bank of India for MSMEs?,To provide long-term loans to large corporations,"To disburse Rs.1,000 crore in working capital loans to MSMEs within 4–6 months",To offer free financial advisory services to startups,To provide grants for MSME infrastructure development,To invest in foreign markets for MSME growth,"To disburse Rs.1,000 crore in working capital loans to MSMEs within 4–6 months"
441,Who formally launched the Goods and Services Tax Appellate Tribunal (GSTAT) in New Delhi?,Piyush Goyal,Nirmala Sitharaman,Amit Shah,Rajnath Singh,S. Jaishankar,Nirmala Sitharaman
442,Which company recently signed a Memorandum of Understanding with the Ministry of Labour & Employment to enhance employment opportunities on the National Career Service (NCS) Portal?,Amazon,Swiggy,Quikr Jobs,Rapido,Zepto,Zepto
443,How many vessels are currently under construction for the Indian Navy?,25,40,54,100,60,54
444,"After the sanction of 25 lakh additional LPG connections under PMUY in FY 2025–26, the total number of PMUY connections will reach how many?",9.85 crore,10.25 crore,10.58 crore,11.00 crore,10.75 crore,10.58 crore
445,Which initiative marked its 10th anniversary with the release of India’s first- ever coloured Rs.100 commemorative coin by Union Minister Piyush Goyal?,Digital India,Make in India,Startup India,Skill India,Vocal for Local,Make in India
446,"Who has been appointed as the Deputy Prime Minister, Justice Secretary, and Lord Chancellor of the United Kingdom in 2025?",Angela Rayner,David Lammy,Yvette Cooper,Shabana Mahmood,Rishi Sunak,David Lammy
447,"Which summit, anchored by the Ministry of Jal Shakti and coordinated by NITI Aayog, focuses on water management?",Swachh Bharat Summit,Sujalam Bharat Summit,Jal Jeevan Mission Summit,National Water Innovation Summit,Aqua India Summit,Sujalam Bharat Summit
448,"Which academic institutions have recently been added as partners to the “Goldman Sachs 10,000 Women” Programme in India?",IIM Bangalore & IIM Calcutta,IIM Ahmedabad & IIM Lucknow,IIM Kozhikode & IIM Indore,IIM Shillong & IIM Udaipur,IIM Rohtak & IIM Trichy,IIM Ahmedabad & IIM Lucknow
449,Who was awarded the ‘Living Bridge’ honour in 2025 for his pivotal role in strengthening India-UK relations and concluding the India-UK Free Trade Agreement (FTA)?,Keir Starmer,Rishi Sunak,GP Hinduja,Bina Mehta,Seema Malhotra,Keir Starmer
450,How many days’ wages have been approved by the Union Cabinet as Productivity Linked Bonus (PLB) for railway employees in 2025?,60 days,70 days,75 days,78 days,80 days,78 days
451,Which country became the first to commit $1 billion to the Tropical Forests Forever Facility?,India,Brazil,Indonesia,Norway,Australia,Brazil
452,Which core industry has the highest weight in the Index of Eight Core Industries (ICI)?,Steel,Petroleum Refinery Products,Electricity,Coal,Cement,Petroleum Refinery Products
453,Which two flagship initiatives were launched by the Ministry of Social Justice and Empowerment to promote community-based elderly care and senior citizens’ well-being?,Vriddha Mitra Toolkit & Shrinkhala Talk Series,Senior Citizens Pension Scheme & Elder Care App,Ayush Senior Wellness Program & Golden Age Fellowship,Community Health Worker Training & Ageing Support Portal,Elderly Digital Literacy & Social Inclusion Program,Vriddha Mitra Toolkit & Shrinkhala Talk Series
454,"Which institute inaugurated the Analytical Skills Development Course (ASDC) in collaboration with OPCW, The Netherlands?",Indian Council of Agricultural Research (ICAR),"Institute of Pesticide Formulation Technology (IPFT), Gurugram","Central Drug Research Institute (CDRI), Lucknow","National Institute of Plant Health Management (NIPHM), Hyderabad","Central Institute of Chemical Technology (CICT), Mumbai","Institute of Pesticide Formulation Technology (IPFT), Gurugram"
455,"Who became the fastest Indian to score an ODI century in both men’s and women’s cricket, achieving the milestone in just 50 balls against Australia?",Smriti Mandhana,Harmanpreet Kaur,Meg Lanning,Mithali Raj,Virat Kohli,Smriti Mandhana
456,"As of September 2025, how many defence pensioners are onboarded on SPARSH?",20.17 lakh,31.54 lakh,48 lakh,15.76 lakh,6.43 lakh,31.54 lakh
457,"By which year is the government targeting to increase 5,000 PG seats and 5,023 MBBS seats in government medical institutions under the newly approved CSS scheme?",2028-2029,2027-2028,2026-2027,2029-2030,2030-2031,2028-2029
458,Which two institutions launched the Quick Response-based Unified Payments Interface (UPI) for Indian travelers in Qatar?,NPCI International Payments Limited & Qatar National Bank,Reserve Bank of India & State Bank of India,Paytm & Qatar National Bank,NPCI International Payments Limited & Emirates NBD,Visa & Mastercard,NPCI International Payments Limited & Qatar National Bank
459,"Recently, Sumitomo Mitsui Banking Corporation (SMBC) increased its stake in Yes Bank to what percentage?",20%,22%,24.22%,26%,23%,24.22%
460,"From when will the RBI’s “Authentication Mechanisms for Digital Payment Transactions” Directions, 2025, come into force, mandating two-factor authentication for all digital payments in India?",1 April 2025,1 April 2026,1 October 2025,1 October 2026,1 January 2026,1 April 2026
461,What is the Government of India's projected gross market borrowing for FY26?,₹13.50 lakh crore,₹14.01 lakh crore,₹14.82 lakh crore,₹15.00 lakh crore,₹16.20 lakh crore,₹14.82 lakh crore
462,Which institution reaffirmed its dedication to global best practices in the foreign exchange market by renewing its Statement of Commitment to the FX Global Code?,Reserve Bank of India,Securities and Exchange Board of India,Ministry of Finance,International Monetary Fund,State Bank of India,Reserve Bank of India
463,"According to OECD, what is India’s FY26 growth forecast?",6.2%,6.3%,6.5%,6.7%,7.0%,6.7%
464,Which regulator increased the minimum net worth requirement for custodians from Rs 50 crore to Rs 75 crore in 2025?,Reserve Bank of India,Securities and Exchange Board of India,Ministry of Finance,National Stock Exchange,State Bank of India,Securities and Exchange Board of India
465,Who has been appointed as the Chairman of Piramal Finance following the recent merger of Piramal Enterprises?,Anand Piramal,Ajay Piramal,Jairam Sridharan,Shikha Sharma,Uday Kotak,Anand Piramal
466,Which ministry signed an agreement with the WHO to co-host the 2nd WHO Global Summit on Traditional Medicine in New Delhi?,Ministry of Health and Family Welfare,Ministry of AYUSH,Ministry of Science and Technology,Ministry of External Affairs,Ministry of Education,Ministry of AYUSH
467,"Under the Mukhya Mantri Mahila Rozgar Yojana in Bihar, how much amount will each eligible woman receive initially?","₹5,000","₹10,000","₹25,000","₹2,00,000","₹1,00,000","₹10,000"
468,"Under the WAVES initiative, how many new incubation centres were launched by the Ministry of Information and Broadcasting to support AVGC and XR startups?",5,6,7,8,10,7
469,Which aerospace startup launched India’s first large-format 3D printing facility for rocket systems at IIT-Madras Research Park?,Agnikul Cosmos Private Limited,Skyroot Aerospace,ISRO,Astrogate Labs,TeamIndus,Agnikul Cosmos Private Limited
470,"Which company did the Ministry of Defence sign a ₹62,370 crore deal with for the procurement of 97 Tejas Mark-1A fighter jets for the Indian Air Force?",Hindustan Aeronautics Ltd,Bharat Electronics Limited,DRDO,Lockheed Martin,Boeing,Hindustan Aeronautics Ltd
471,"The recently approved 2,200 MW Oju Hydroelectric Project is proposed on which river?",Teesta River,Dibang River,Brahmaputra River,Lohit River,Subansiri River,Subansiri River
472,Which missile was successfully test-launched by DRDO from a rail-based mobile launcher off the coast of Odisha?,Akash,Agni-V,Prithvi-II,BrahMos,Agni-P,Agni-P
473,Why did the International Cricket Council (ICC) suspend USA Cricket’s membership with immediate effect?,Financial irregularities,Governance and compliance failures,Poor on-field performance,Match-fixing allegations,Lack of players,Governance and compliance failures
474,"Swiggy sold its entire 12% stake in Rapido to which investors for ₹2,399 crore?",SoftBank and Sequoia,Prosus and Westbridge Capital,Accel and Tiger Global,Blackstone and KKR,Temasek and Carlyle,Prosus and Westbridge Capital
475,Who won the gold medal in the women’s 400 metres at the 2025 World Athletics Championships in Tokyo?,Shaunae Miller-Uibo,Sydney McLaughlin-Levrone,Marita Koch,Allyson Felix,Shericka Jackson,Sydney McLaughlin-Levrone
