Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
419,"What is the total approved borrowing limit for India’s first maritime NBFC, Sagarmala Finance Corporation Limited (SMFCL)?","Rs 5,000 crore","Rs 10,000 crore","Rs 15,000 crore","Rs 25,000 crore","Rs 30,000 crore","Rs 25,000 crore"
420,Quantum fabrication & central facilities worth ₹720 crore were inaugurated at which institute under the National Quantum Mission?,IISc Bengaluru,IIT Delhi,IIT Bombay,IIT Kanpur,IIT Madras,IIT Bombay
421,"During which event did an Indian Air Force Tejas aircraft crash, resulting in the pilot’s death?",Aero India 2025,Dubai Air Show 2025,Paris Air Show 2025,IAF Solo Display 2025,Singapore Airshow 2025,Dubai Air Show 2025
422,Which three countries launched the ACITI Partnership to enhance cooperation in critical and emerging technologies?,"India, USA & Australia","India, Canada & Australia","India, Japan & Canada","India, UK & Australia","India, Germany & Canada","India, Canada & Australia"
423,Which country plans to ban social media access for users below 16 years from 2026?,Australia,Malaysia,France,Indonesia,Spain,Malaysia
424,What is the upcoming deep-sea submersible trial India is conducting off the Chennai coast?,Samudrayaan-1000,Matsya-6000,Ocean Explorer-500,DeepSea-2025,Aquanaut-3000,Matsya-6000
425,"Hayli Gubbi volcano, which erupted after nearly 10,000 years, is located in which country?",Kenya,Ethiopia,Tanzania,Uganda,Oman,Ethiopia
426,What is the aim of Project Gaja-Lok launched by INTACH?,Promote modern art in India,"Document and celebrate the cultural, historical, and ecological relationship between Asian elephants and human societies",Wildlife conservation only,Develop elephant sanctuaries,Promote tourism in Asia,"Document and celebrate the cultural, historical, and ecological relationship between Asian elephants and human societies"
427,Which malaria vaccine is expected to become more accessible and affordable under the new Gavi–UNICEF agreement?,"RTS,S/AS01",Covovax,R21/Matrix-M,Mosquirix-Plus,AS02-Vaccine,R21/Matrix-M
428,"Under NMP 2.0, what is the monetisation target set for the Indian Railways over FY26–FY30?",₹1.52 lakh crore,₹2.5 lakh crore,₹3.0 lakh crore,₹5.0 lakh crore,₹10 lakh crore,₹2.5 lakh crore
429,India is jointly producing HAMMER air‑to‑ground weapons with which country?,USA,Israel,France,Russia,UK,France
430,How many new global initiatives did PM Narendra Modi propose at the G20 Leaders’ Summit in Johannesburg?,4,8,3,7,6,6
431,Which country won the 2024 Davis Cup title?,Spain,France,Italy,USA,Germany,Italy
432,"Who won the 2024 Indira Gandhi Prize for Peace, Disarmament and Development?",Sonia Gandhi,Jacinda Ardern,Ban Ki-moon,Kofi Annan,Michelle Bachelet,Michelle Bachelet
433,India defeated which country to win the Women’s Kabaddi World Cup 2025?,Japan,Iran,Chinese Taipei,South Korea,Thailand,Chinese Taipei
434,Which country won the first-ever Blind Women’s T20 World Cup in 2025?,Nepal,Pakistan,Australia,India,Sri Lanka,India
435,What is the main objective of the Government e-Marketplace (GeM) & UN Women partnership?,Promote digital literacy among women,Enhance empowerment and integration of women entrepreneurs in public procurement,Provide scholarships for women students,Support urban women entrepreneurship,Develop rural infrastructure,Enhance empowerment and integration of women entrepreneurs in public procurement
436,"Dharmendra, Bollywood’s iconic “He-Man”, who recently passed away, was originally born in which year?",1932,1935,1938,1940,1942,1935
437,"Which country recently unveiled an official currency symbol for its national currency, the Rial?",Qatar,Bahrain,Oman,Kuwait,Saudi Arabia,Oman
438,What is the Blue NDC Challenge introduced at COP30?,A global initiative to reduce air pollution,A program for renewable energy in cities,A global initiative encouraging ocean-based climate solutions in NDCs,A trade agreement between coastal nations,A marine biodiversity conservation treaty,A global initiative encouraging ocean-based climate solutions in NDCs
439,What is the main objective of the Pradhan Mantri Ujjwala Yojana (PMUY)?,Provide free electricity to poor households,Provide deposit-free LPG connections to adult women from poor households,Promote solar cooking,Offer subsidized kerosene,Distribute free firewood,Provide deposit-free LPG connections to adult women from poor households
440,"According to 2025 data, which currency became Asia’s worst performing currency?",Chinese Yuan,Indonesian Rupiah,Philippine Peso,Indian Rupee,South Korean Won,Indian Rupee
441,In which Indian city is Tesla set to open its first full-fledged centre in 2025?,Mumbai,Bengaluru,Chennai,Hyderabad,Gurugram,Gurugram
442,Which country was formally designated as a Major Non-NATO Ally (MNNA) by the US in 2025?,Israel,Sweden,Taiwan,Finland,Saudi Arabia,Saudi Arabia
443,What recent measures did India’s Ministry of Steel announce to simplify steel imports in 2025?,Introduced higher import duties,Scrapped NOC for non-QCO grades and simplified SIMS registration,Banned imports of stainless steel,Fixed price limits on imported steel,Restricted imports to government-approved suppliers,Scrapped NOC for non-QCO grades and simplified SIMS registration
444,"During the G20 Summit 2025, India and Italy adopted a joint initiative to counter what?",Climate Change,Trade Barriers,Cybercrime,Terrorism Financing,Migration Issues,Terrorism Financing
445,A bust of Dr. B.R. Ambedkar was unveiled at the headquarters of which international organisation on Constitution Day?,United Nations (UN),UNESCO,OECD,World Bank,IMF,UNESCO
446,What is the aim of the 19th edition of Exercise Suryakiran between India and Nepal?,Promote tourism in border areas,Strengthen operational synergy in jungle warfare and counter-terrorism in mountainous terrain,Conduct joint trade exercises,Develop border infrastructure,Conduct naval exercises,Strengthen operational synergy in jungle warfare and counter-terrorism in mountainous terrain
447,Who has been appointed the Brand Ambassador for the 2026 ICC Men’s T20 World Cup?,Virat Kohli,Joe Root,Rohit Sharma,Kane Williamson,Jasprit Bumrah,Rohit Sharma
448,Which country has become the smallest by population to qualify for the FIFA World Cup?,Iceland,Malta,Curaçao,Qatar,Trinidad & Tobago,Curaçao
449,"Which tropical cyclone hit Northern Territory, Australia in November 2025?",Cyclone Fina,Cyclone Debbie,Cyclone Yasi,Cyclone Larry,Cyclone Marcus,Cyclone Fina
450,"Under the Assam Prohibition of Polygamy Bill, 2025, what is the maximum jail term for hiding an existing marriage?",5 years,7 years,10 years,12 years,3 years,10 years
451,India’s first commercially built PSLV rocket for its maiden mission will launch which satellite?,Oceansat,Cartosat,RISAT,INSAT,Microsat,Oceansat
452,"In November 2025, India strengthened cooperation with Georgia in which sectors?",Defence & Aerospace,"Textiles, Sericulture & Trade",IT & Startups,Agriculture & Fisheries,Tourism & Culture,"Textiles, Sericulture & Trade"
453,How many all-women Border Out Posts (BOPs) is ITBP planning to establish along the India-China LAC?,5,8,15,12,10,10
454,Which site has been recognized as India’s 44th UNESCO World Heritage Site (WHS) in 2025?,Santiniketan,Sacred Ensembles of Hoysala,Dholavira,Maratha Military Landscapes,Kakatiya Rudreshwara Temple,Maratha Military Landscapes
455,What was the sales growth of listed private non-financial companies in Q2 FY2025-26?,5.4%,5.5%,7%,8%,10%,8%
456,Who has been appointed as the Executive Director of Canara Bank for a tenure of 3 years?,Shri. Rajesh Kumar,Shri. Sunil Kumar Chugh,Shri. Anil Kumar,Shri. Pankaj Singh,Shri. Ramesh Gupta,Shri. Sunil Kumar Chugh
457,"According to an SBI report, implementing four labour codes in India may create how many jobs and boost consumption by how much?","50 lakh jobs & ₹50,000 crore","77 lakh jobs & ₹75,000 crore",1 crore jobs & ₹1 lakh crore,"25 lakh jobs & ₹30,000 crore","60 lakh jobs & ₹60,000 crore","77 lakh jobs & ₹75,000 crore"
458,What factors drove India’s economic growth in October 2025 despite global challenges?,GST rate rationalisation & festival spending,High exports & low imports,Increased foreign direct investment,Decline in credit growth,Reduction in government spending,GST rate rationalisation & festival spending
459,Which securities did SEBI propose to exclude from BSDA portfolio value calculation?,Zero Coupon Zero Principal (ZCZP) bonds,Delisted securities,Suspended securities,Both A & B,Government securities,Both A & B
460,Who became the youngest-ever FIDE World Cup 2025 champion?,GM Wei Yi,GM Nodirbek Abdusattorov,GM Magnus Carlsen,GM Javokhir Sindarov,GM Fabiano Caruana,GM Javokhir Sindarov
461,Which new 24×7 short helpline number was launched by the National Commission for Women (NCW) for faster support to women across India?,1098,1291,181,112,14490,14490
462,A 3.5-billion-year-old crater on Mars was recently named after which pioneering Indian geologist?,K.S. Krishnan,M.S. Krishnan,R. Venkataraman,C.V. Raman,V. Sirsikar,M.S. Krishnan
463,"In FY 2025–26, Indian Railways crossed which milestone in freight transportation?",500 Million Tonnes,750 Million Tonnes,2 Billion Tonnes,1.5 Billion Tonnes,1 Billion Tonnes,1 Billion Tonnes
464,What is the total financial outlay of the ‘Scheme to Promote Manufacturing of Sintered Rare Earth Permanent Magnets (REPM)’ approved by the Union Cabinet?,"₹5,000 crore","₹6,450 crore","₹7,280 crore","₹8,000 crore","₹10,200 crore","₹7,280 crore"
465,Who has been appointed as the new Executive Chairman of the National Legal Services Authority (NALSA)?,Justice Vikram Nath,Justice Sanjay Kishan Kaul,Justice D.Y. Chandrachud,Justice B.R. Gavai,Justice Bela M. Trivedi,Justice Vikram Nath
466,"In November 2025, which agreements were signed by Inland Waterways Authority of India (IWAI) in Assam to boost inland water transport?",IWAI & Assam Petro-Chemicals Ltd. (APL),IWAI & Government of Assam,IWAI & Indian Railways,Both A & B,IWAI & Ministry of Shipping,Both A & B
467,Which company has become the 2nd largest exporter of pulses to India?,Cargill,ADM,Louis Dreyfus Company (LDC),Olam,Glencore,Louis Dreyfus Company (LDC)
468,"Which country recently launched its first communication satellite, OmanSat-1?",Qatar,Bahrain,Oman,Kuwait,Saudi Arabia,Oman
469,What is India’s estimated Kharif foodgrain production for 2025-26 as per first advance estimates?,165 million tonnes,169.4 million tonnes,173.33 million tonnes,178.50 million tonnes,160.75 million tonnes,173.33 million tonnes
470,Where did PM Modi inaugurate Safran’s largest global CFM LEAP engine MRO facility?,Bengaluru,Chennai,Hyderabad,Mumbai,Nagpur,Hyderabad
471,The 2025 Antarctic ozone hole was notable for being one of the smallest since 1992. What contributed to this improvement?,Increased industrial emissions,Reduced ozone-depleting substances under the Montreal Protocol,Stronger polar vortex,Increased use of chlorofluorocarbons (CFCs),Decrease in global temperatures,Reduced ozone-depleting substances under the Montreal Protocol
472,Where were the World Boxing Cup Finals 2025 held?,"Indira Gandhi Indoor Stadium, Delhi","K. D. Jadhav Wrestling Stadium, Delhi","Shaheed Vijay Singh Pathik Sports Complex, Greater Noida","Jawaharlal Nehru Stadium, Chennai","SAI Sports Complex, Bengaluru","Shaheed Vijay Singh Pathik Sports Complex, Greater Noida"
473,Which committee recommended the phased creation of a Tiger Reserve in Goa?,NTCA,Central Empowered Committee (CEC),Wildlife Institute of India,Project Tiger Committee,MoEFCC Expert Panel,Central Empowered Committee (CEC)
474,"What is BharatGen, recently announced at IIT Bombay?",India’s first autonomous vehicle project,India’s first sovereign multilingual & multimodal Large Language Model,India’s space communication satellite,India’s first quantum computer,India’s national cloud computing platform,India’s first sovereign multilingual & multimodal Large Language Model
