Q#,Question,Option1,Option2,Option3,Option4,Option5,Answer
437,Amazon India has launched its diagnostics service in collaboration with which company?,Healthians,Orange Health Labs,Metropolis,Dr. Lal PathLabs,Thyrocare,Orange Health Labs
438,PM Modi inaugurated and laid the foundation stone of development projects worth how much in Odisha in June 2025?,"Rs.8,600 crore","Rs.12,000 crore","Rs.18,600 crore","Rs.20,000 crore","Rs.25,000 crore","Rs.18,600 crore"
439,Where did Prime Minister Narendra Modi lead the 11th International Day of Yoga celebrations in 2025?,"Vijayawada, Andhra Pradesh","Rishikesh, Uttarakhand","Visakhapatnam, Andhra Pradesh","Jodhpur, Rajasthan","Bengaluru, Karnataka","Visakhapatnam, Andhra Pradesh"
440,When is United Nations Public Service Day observed each year to recognize the value of public service?,20 June,23 June,25 June,30 June,1 July,23 June
441,When is World Rainforest Day observed every year to raise awareness about rainforest conservation?,June 5,June 21,June 22,July 1,May 31,June 22
442,"What is the name of the upgraded system that NPCI will launch in July 2025 to enhance recurring transactions like salaries, pensions, and EMIs?",UPI 3.0,RTGS 2.0,IMPS Pro,NACH 3.0,BHIM Advanced,NACH 3.0
443,What is the name of the platform being developed by RBI and banks to combat digital payment frauds?,UPI Secure Platform,Bharat Fraud Shield,DPIP (Digital Payment Intelligence Platform),DigiRaksha Portal,PaySafe India,DPIP (Digital Payment Intelligence Platform)
444,What is the revised base year for the new CPI series as per the latest government update?,2011-12,2022-23,2023-24,2024,2015,2024
445,Under which scheme did Punjab National Bank (PNB) provide Rs.17.02 crore support to the families of deceased defence and paramilitary personnel?,Rakshak Suraksha Yojana,Rakshak Plus Scheme,Veer Nari Scheme,Sena Saathi Scheme,Raksha Bandhan Scheme,Rakshak Plus Scheme
446,Who has been appointed as the Chairperson of Sa-Dhan during its 27th AGM?,K. Paul Thomas,P. Satish,M.S. Sriram,Harsh Kumar Bhanwala,Ajay Kumar Srivastava,K. Paul Thomas
447,"Which state government has barred HDFC, ICICI, and Axis Bank from handling government business and deposits?",Maharashtra,Odisha,West Bengal,Andhra Pradesh,Karnataka,Odisha
448,Under which section has the I-T Department granted 10-year TDS exemption for IFSC units?,Section 10AA,Section 80LA,Section 54EC,Section 115BAB,Section 44AD,Section 80LA
449,What is the name of the new rules being notified to make Indian Standard Time (IST) mandatory across India?,"Indian Time Standardization Act, 2025","National Time Synchronization Rules, 2025","Legal Metrology (Indian Standard Time) Rules, 2025","National Time Uniformity Policy, 2025","IST Enforcement Regulation, 2025","Legal Metrology (Indian Standard Time) Rules, 2025"
450,"Which stealth frigate of the Indian Navy will be commissioned on July 1, 2025?",INS Vikrant,INS Tushil,INS Kalvari,INS Tamal,INS Shivalik,INS Tamal
451,Which Indian state set two Guinness World Records during the International Yoga Day 2025 celebrations under the Yogandhra initiative?,Gujarat,Maharashtra,Uttarakhand,Andhra Pradesh,Karnataka,Andhra Pradesh
452,What major change is the ICC considering for smaller nations in the 2027-29 World Test Championship cycle?,Using pink balls in all matches,Allowing two innings per day,Replacing Tests with T20s,Sanctioning four-day Test matches,Introducing day-night Tests only,Sanctioning four-day Test matches
453,Where is IFFCO setting up its first overseas nano-fertiliser manufacturing plant?,USA,Argentina,Brazil,Sri Lanka,Nepal,Brazil
454,Which Indian state has launched the country’s first Yoga Policy to become a global wellness capital?,Kerala,Himachal Pradesh,Sikkim,Uttarakhand,Goa,Uttarakhand
455,Which organization has launched India’s first national rare blood donor registry?,AIIMS,ICMR-NIIH,CDSCO,NACO,DGHS,ICMR-NIIH
456,What is the name of the UPSC’s new platform launched to help top non- recommended candidates connect with employers?,UPSC Gateway,Talent Connect,Pratibha Setu,Career Link,UPSC Merit Pool,Pratibha Setu
457,"Under which scheme did Bihar CM Nitish Kumar increase the welfare pension from Rs.400 to Rs.1,100?",Jeevika Scheme,Mukhyamantri Vridhjan Pension Yojna,Social Security Pension Scheme,Mai-Baap Samman Yojna,Garib Kalyan Pension Yojna,Social Security Pension Scheme
458,What is the name of the global initiative launched by the Morarji Desai National Institute of Yoga (MDNIY) ahead of International Day of Yoga 2025?,Yoga Maitri,Yoga Bandhan,Yoga Samvad,Yog Setu,Global Yoga Connect,Yoga Bandhan
459,What is the name of the new prize announced by the Indian government to promote drug research for Sickle Cell Disease?,Rani Durgavati Award,Tribal Innovation Prize,Bhagwan Birsa Munda Prize,Sickle Cure Excellence Award,AIIMS Research Fellowship,Bhagwan Birsa Munda Prize
460,Where was the Gharial Species Conservation Programme launched by the Union Environment Minister in June 2025?,National Chambal Sanctuary,Gir Forest National Park,Katarniaghat Wildlife Sanctuary,Dudhwa National Park,Bhitarkanika Wildlife Sanctuary,Katarniaghat Wildlife Sanctuary
461,"What amount has the RBI announced for the VRRR auction to absorb surplus liquidity on June 27, 2025?","Rs.50,000 crore","Rs.75,000 crore",Rs.1 lakh crore,Rs.1.5 lakh crore,Rs.2 lakh crore,Rs.1 lakh crore
462,Where was the Sarhad Shauryathon 2025 held?,Leh,"Dras, Ladakh",Kargil City,Srinagar,Nubra Valley,"Dras, Ladakh"
463,What is the name of the day being commemorated on 25th June 2025 to mark 50 years since the Emergency in India?,Constitution Day,National Democracy Day,Samvidhan Hatya Diwas,Emergency Remembrance Day,Bharat Swatantrata Diwas,Samvidhan Hatya Diwas
464,Who has become the first female and first African president of the International Olympic Committee (IOC)?,Fatma Samoura,Kirsty Coventry,Tegla Loroupe,Hassiba Boulmerka,Nawal El Moutawakel,Kirsty Coventry
465,"Which traditional Goan percussion instrument, declared the State Heritage Instrument in 2019, is crafted from clay and animal skin?",Mridangam,Ghumot,Dholak,Pakhawaj,Maddalam,Ghumot
466,India is developing a conventional variant of which intercontinental ballistic missile (ICBM) with a 7.5-tonne warhead?,Prithvi-II,Agni-V,Shaurya,K-4,Agni-IV,Agni-V
467,Which institute has partnered with the Ministry of Panchayati Raj to train Panchayats on Own Source Revenue generation?,IIM Bangalore,IIM Ahmedabad,NIRDPR Hyderabad,IGNOU,IRMA Anand,IIM Ahmedabad
468,"What is the title of the second volume of speeches by President Droupadi Murmu, covering August 2023 – July 2024?",Voice of the Nation – Volume 2,Wings to Our Hopes – Volume 2,Rashtrapati Speaks – Volume 2,President's Vision – Volume 2,Echoes of Rashtrapati Bhavan – Volume 2,Wings to Our Hopes – Volume 2
469,Where was India’s first-ever commercial deployment of hydrogen-powered buses flagged off?,Shimla,Gangtok,Leh,Manali,Srinagar,Leh
470,"Who is the first Asian bowler to take 150 Test wickets in SENA countries (South Africa, England, New Zealand, and Australia)?",Wasim Akram,Lasith Malinga,Anil Kumble,Pat Cummins,Jasprit Bumrah,Jasprit Bumrah
471,What is the aim of the NAVYA pilot initiative launched by MWCD and MSDE?,Promote health care for girls,Provide free education for girls,Promote sports in rural areas,Launch scholarship scheme,Vocational skill training for adolescent girls,Vocational skill training for adolescent girls
472,What is the name of the high-performance computing facility recently introduced by ICMR at NIV Pune?,NAKSHATRA,SAHASRA,ASTRA,PRATYUSH,VIGYAN,NAKSHATRA
473,"Which Gulf country has become the first to impose a personal income tax, starting 2028?",UAE,Saudi Arabia,Bahrain,Oman,Qatar,Oman
474,Who chaired the 47th Annual General Meeting of the Prime Ministers Museum and Library (PMML) Society in New Delhi?,Shri Rajnath Singh,Shri Amit Shah,Shri G. Kishan Reddy,Shri Dharmendra Pradhan,Shri Narendra Modi,Shri Narendra Modi
475,What is the revised auto-settlement limit for EPFO advance claims as of FY 2024–25?,Rs.1 lakh,Rs.2 lakhs,Rs.3 lakhs,Rs.5 lakhs,Rs.10 lakhs,Rs.5 lakhs
476,"What was the main objective of the ‘Beej Utsav’ held in Rajasthan, Madhya Pradesh, and Gujarat?",Promote hybrid seed usage,Train farmers for export markets,Promote indigenous seeds and seed sovereignty,Introduce new GM crops,Launch crop insurance scheme,Promote indigenous seeds and seed sovereignty
477,"In which state is the Periyar Tiger Reserve, recently noted for new herpetofauna discoveries, located?",Tamil Nadu,Karnataka,Kerala,Andhra Pradesh,Maharashtra,Kerala
478,What is the name of the scheme under which the Ministry of Heavy Industries launched a portal for promoting electric passenger car manufacturing in India?,FAME India Scheme,e-Mobility Incentive Programme,EV Manufacturing India Scheme,SPMEPCI Scheme,National e-Vehicle Mission,SPMEPCI Scheme
479,Where has India’s first off-grid 5 MW green hydrogen pilot plant been commissioned by the Adani Group?,"Jamnagar, Gujarat","Bikaner, Rajasthan","Kutch, Gujarat","Rewa, Madhya Pradesh","Leh, Ladakh","Kutch, Gujarat"
480,Which insurance company has launched state-specific health insurance plans tailored to local medical and infrastructure needs across India?,ICICI Lombard,HDFC ERGO,Star Health Insurance,SBI General Insurance,Bajaj Allianz General Insurance,Bajaj Allianz General Insurance
481,Which bank has partnered with Edelweiss Life Insurance for a bancassurance agreement?,AU Small Finance Bank,Ujjivan SFB,Equitas SFB,Jana SFB,Fincare SFB,Equitas SFB
482,Which organization has partnered with FPSB India to integrate the Certified Financial Planner (CFP) certification into its employee training framework?,Punjab National Bank,ICICI Bank,Reserve Bank of India,State Bank of India,HDFC Bank,State Bank of India
483,"As per Brand Finance 2025 report, which is India’s most valuable brand?",Infosys,Reliance Group,LIC Group,HDFC Group,Tata Group,Tata Group
484,Which institute developed a smart molecular CRISPR-based tool to help plants respond to heat and infections?,Indian Institute of Science (IISc),CSIR-NBRI,Indian Agricultural Research Institute (IARI),Bose Institute,"NCBS, Bengaluru",Bose Institute
485,What is the name of the newly launched weight-loss drug by Novo Nordisk in India?,Wegovy,Mounjaro,Ozempic,Saxenda,Rybelsus,Wegovy
486,Who inaugurated the National Conference of Estimates Committees of Parliament and State/UT Legislative Bodies in Mumbai?,Narendra Modi,Jagdeep Dhankhar,Om Birla,Rajnath Singh,Piyush Goyal,Om Birla
487,Which ministry has launched the Rs.2.3 crore ‘Innovative Projects Start-up Challenge’ on Rooftop Solar and Distributed Renewable Energy technologies?,Ministry of Science and Technology,Ministry of Power,Ministry of New and Renewable Energy,Ministry of Skill Development,"Ministry of Environment, Forest and Climate Change",Ministry of New and Renewable Energy
488,What is India’s rank on the 2025 SDG Index according to the UN Sustainable Development Report?,112th,109th,99th,74th,121st,99th
489,"Which temple hosts the annual Ambubachi Mela, symbolizing the menstruation period of the Goddess and associated with fertility?",Vaishno Devi Temple,Kamakhya Temple,Meenakshi Temple,Jwalamukhi Temple,Kashi Vishwanath Temple,Kamakhya Temple
490,How many metres did Neeraj Chopra throw to win the Ostrava Golden Spike meet?,88.10 m,86.52 m,85.29 m,84.75 m,87.50 m,85.29 m
491,What is the Tomahawk missile primarily used for?,Air-to-air combat,Precision land strikes,Naval ship defense,Anti-submarine warfare,Satellite destruction,Precision land strikes
492,Where will the SCO Defence Ministers’ Meeting 2025 be held?,Qingdao,Samarkand,Beijing,Dushanbe,Astana,Qingdao
493,What level of travel advisory has the US issued for India due to rising violent crime and terrorism threats?,Level 1 – Exercise Normal Precautions,Level 2 – Exercise Increased Caution,Level 3 – Reconsider Travel,Level 4 – Do Not Travel,No advisory issued,Level 2 – Exercise Increased Caution
494,During which meeting did India and South Africa sign submarine cooperation agreements?,10th Defence Technology Meet,Indo-SA Naval Dialogue,7th Defence Export Summit,9th Joint Defence Committee Meet,South-South Maritime Dialogue,9th Joint Defence Committee Meet
495,Who is the 23-year-old Analog Astronaut from Andhra Pradesh selected as an Astronaut Candidate (ASCAN) for the Titan Space Industries mission?,Ritu Karidhal,Sunita Williams,Sirisha Bandla,Jahnavi Dangeti,Kalpana Chawla,Jahnavi Dangeti
496,Which country recently voted to withdraw from the Ottawa Convention that bans anti-personnel landmines?,Sweden,Finland,Germany,Canada,Norway,Finland
497,"Which Indian hockey player, a two-time Olympic bronze medallist, recently announced his retirement from international hockey?",Manpreet Singh,Lalit Kumar Upadhyay,PR Sreejesh,Harmanpreet Singh,Birendra Lakra,Lalit Kumar Upadhyay
498,"What is the total financial outlay approved under the Revised Jharia Master Plan (JMP) for addressing fire, land subsidence, and rehabilitation?","Rs.4,800 crore","Rs.5,940.47 crore","Rs.6,500 crore","Rs.7,200 crore","Rs.8,000 crore","Rs.5,940.47 crore"
499,Which indigenously built stealth frigate has joined the Eastern Naval Command in Visakhapatnam under Project 17A?,INS Shivalik,INS Udaygiri,INS Taragiri,INS Nilgiri,INS Vindhyagiri,INS Nilgiri
500,What was the amount of penalty imposed by SEBI on BSE for lapses in information access and regulatory supervision?,Rs.10 lakh,Rs.15 lakh,Rs.20 lakh,Rs.25 lakh,Rs.50 lakh,Rs.25 lakh
501,What is the name of the innovation challenge launched by HDFC Life in collaboration with IIT Bombay and SINE to promote tech-driven solutions in the insurance sector?,LifeTech Vision,HDFC Life InsUReka,Innovate Insurance,Smart Insure Challenge,FutureSecure Hackathon,HDFC Life InsUReka
502,Which insurance company has been fined Rs.1 crore by IRDAI for corporate governance violations in 2025?,HDFC Life Insurance,LIC,Edelweiss Life Insurance,SBI Life Insurance,Max Life Insurance,Edelweiss Life Insurance
503,Which international institution has approved a USD 426 million loan for the Karnataka Water Security and Resilience Program?,Asian Development Bank (ADB),International Monetary Fund (IMF),International Bank for Reconstruction and Development (IBRD),New Development Bank (NDB),Asian Infrastructure Investment Bank (AIIB),International Bank for Reconstruction and Development (IBRD)
504,Which bank recently enabled UPI payment facility for its NRI customers using international mobile numbers?,SBI,HDFC Bank,ICICI Bank,Axis Bank,IDFC FIRST Bank,IDFC FIRST Bank
505,From which date will the call money market operate till 7 p.m. as per RBI’s new announcement?,1 April 2025,1 July 2025,1 August 2025,1 January 2026,31 March 2025,1 July 2025
506,Who has been appointed as the new President of the Asian Infrastructure Investment Bank (AIIB) during its 10th Annual Meeting in Beijing?,Zou Jiayi,Jin Liqun,Yi Gang,Liu Kun,Wang Qishan,Zou Jiayi
507,Which company raised USD 1 billion through India’s first investment-grade private bond issuance in the airport sector?,GMR Airports Limited,Adani Airports Holdings Limited,Delhi International Airport Limited,Tata Group Airports,Larsen & Toubro Airports,Adani Airports Holdings Limited
508,What is the estimated cost of Phase-II of the Pune Metro Rail Project approved by the Union Cabinet?,"Rs.2,950 crore","Rs.3,120 crore","Rs.3,626.24 crore","Rs.4,010 crore","Rs.3,850 crore","Rs.3,626.24 crore"
509,"Who is the author of the book “History That India Ignored”, recently unveiled by Union Minister Jitendra Singh?",Rajat Sharma,Prem Prakash,Arun Shourie,Shekhar Gupta,M.J. Akbar,Prem Prakash
510,Where will the South Asia regional centre of the International Potato Center (CIP) be established?,"Patna, Bihar","Shimla, Himachal Pradesh","Singna, Agra, Uttar Pradesh","Ranchi, Jharkhand","Kolkata, West Bengal","Singna, Agra, Uttar Pradesh"
511,Which category award did India receive at the 2025 Bloomberg Philanthropies Awards for Global Tobacco Control?,M Category – Monitor tobacco use,P Category – Protect from tobacco smoke,W Category – Warn about the dangers,O Category – Offer help to quit tobacco use,E Category – Enforce bans on advertising,O Category – Offer help to quit tobacco use
512,Who became the second wicketkeeper in Test history to score centuries in both innings of a Test match?,MS Dhoni,Rishabh Pant,Andy Flower,Jonny Bairstow,BJ Watling,Rishabh Pant
513,Axiom Space has recently signed an agreement with which Indian company to explore space cooperation?,Skyroot Aerospace,DRDO,ISRO,Agnikul Cosmos,IN-SPACe,Skyroot Aerospace
514,Who won the gold medal in the Women’s Individual Compound event at the Archery Asia Cup 2025 Stage 2 held in Singapore?,Jyothi Surekha Vennam,Aditi Swami,Tejal Rajendra Salve,Avneet Kaur,Sushma Barla,Tejal Rajendra Salve
515,Who became the first Indian to reach the International Space Station (ISS) in 2025?,Rakesh Sharma,Gaganyaan Commander,Shubhanshu Shukla,Kalpana Chawla,Sunita Williams,Shubhanshu Shukla
516,Who has become the first para-swimmer from Andhra Pradesh to conquer both the English Channel and the Palk Strait?,Anand Raj,Arjun Rao,Karthik Reddy,Veerendra Nath,Balaga Ganesh,Balaga Ganesh
517,What is India’s rank in the Global Peace Index (GPI) 2025 released by the Institute for Economics and Peace?,99th,108th,115th,124th,139th,115th
518,"As per the Coffee Board of India, what was the percentage growth in India's coffee exports in FY 2025–26 so far?",18%,40%,25%,10%,32%,25%
519,Which state will host the 5th Khelo India University Games in November 2025?,Uttar Pradesh,Gujarat,Maharashtra,Rajasthan,Madhya Pradesh,Rajasthan
520,"Which company will supply the world’s first malaria vaccine RTS,S along with GSK during 2026–2030?",Serum Institute of India,Zydus Cadila,Bharat Biotech,Panacea Biotec,Biocon,Bharat Biotech
521,NATO members recently agreed to increase their defence spending goal to what percentage of GDP by 2035?,2%,3.5%,4%,5%,6%,5%
522,What centenary event is PM Modi inaugurating at Vigyan Bhawan in New Delhi?,Vaikom Satyagraha Centenary,Gandhi–Ambedkar Dialogue Centenary,Gandhi–Narayana Guru Dialogue Centenary,Kerala Renaissance Centenary,Advaitha Philosophy Conference,Gandhi–Narayana Guru Dialogue Centenary
523,Bihar’s first nuclear power plant will be based on which advanced technology as per the New Nuclear Energy Mission?,Pressurized Heavy Water Reactor,Small Modular Reactor,Boiling Water Reactor,Fast Breeder Reactor,Gas Cooled Reactor,Small Modular Reactor
524,Who was the visionary founder of FedEx Corporation who recently passed away?,James E. Casey,Frederick W. Smith,Fred Smith Sr.,Thomas J. Watson,Jeff Bezos,Frederick W. Smith
